0.5495737569	0.5495737569	0.5495737569	
0.90609394282	0.90609394282	0.90609394282	
1.49389635678	1.49389635678	1.49389635678	
2.46301869964	2.46301869964	2.46301869964	
4.06083132023	2.46301869964	2.46301869964	
6.6951789744	2.46301869964	2.46301869964	
11.0384839862	2.46301869964	2.46301869964	
18.1993833444	2.46301869964	2.46301869964	
25.5213972393	3.44579323443	3.44598093936	
35.7855928034	4.82070680834	4.82123202562	
50.1778425485	6.74387606707	6.74496247143	
70.3515334135	9.43427306744	9.43628485399	
98.6359317631	13.1357174773	13.2007894524	
