0.82436063535	0.5	
1.35914091423	0.5	
3.69452804947	0.82436063535	
10.0427684616	1.35914091423	
27.2990750166	2.24084453517	
74.2065795513	3.69452804947	
201.714396746	6.09124698035	
548.316579214	10.0427684616	
1490.47899352	16.5577259793	
4051.54196379	27.2990750166	
11013.2328974	45.0085656503	
29937.0708576	74.2065795513	
81377.3957095	122.345966132	
221206.696004	201.714396746	
601302.142082	332.570816522	
1634508.68624	548.316579214	
4443055.26025	904.021207228	
12077476.3768	1490.47899352	
32829984.5687	2457.38442015	
89241150.4816	2457.38442015	
242582597.705	2457.38442015	
659407867.242	2457.38442015	
1792456423.07	2457.38442015	
4872401723.12	2457.38442015	
