0.82436063535	0.82436063535	
1.35914091423	1.35914091423	
2.24084453517	2.24084453517	
3.69452804947	3.69452804947	
6.09124698035	6.09124698035	
10.0427684616	10.0427684616	
16.5577259793	16.5577259793	
27.2990750166	27.2990750166	
45.0085656503	45.0085656503	
74.2065795513	74.2065795513	
122.345966132	122.345966132	
201.714396746	122.345966132	
332.570816522	122.345966132	
464.475688854	170.809426756	
648.695402295	238.470144879	
905.980086916	332.932111001	
1265.30572375	464.81202329	
1767.14543474	648.930989463	
2468.0167804	905.982220736	
3446.86221553	1264.85380337	
4813.91856849	1765.87918316	
