0.82436063535	0.82436063535	
1.35914091423	1.35914091423	
2.24084453517	2.24084453517	
3.69452804947	3.69452804947	
6.09124698035	6.09124698035	
10.0427684616	10.0427684616	
16.5577259793	16.5577259793	
27.2990750166	27.2990750166	
45.0085656503	45.0085656503	
74.2065795513	74.2065795513	
122.345966132	122.345966132	
201.714396746	201.714396746	
332.570816522	332.570816522	
548.316579214	332.570816522	
1490.47899352	548.316579214	
4051.54196379	548.316579214	
11013.2328974	548.316579214	
29937.0708576	548.316579214	
81377.3957095	548.316579214	
221206.696004	548.316579214	
601302.142082	548.316579214	
1634508.68624	548.316579214	
4443055.26025	548.316579214	
12077476.3768	548.316579214	
32829984.5687	548.316579214	
89241150.4816	548.316579214	
242582597.705	548.316579214	
659407867.242	548.316579214	
1792456423.07	548.316579214	
4872401723.12	548.316579214	
13244561064.9	548.316579214	
